Host_Time_s,Raw_V3,Force_N,Raw_V3_Filtered
1771577279.797713,82.0,2.7075242872563337,82.0
1771577279.798743,68.65,0.49001206425804866,68.65
1771577279.826804,64.0,-0.2823798336402316,64.0
1771577279.828573,69.3,0.5979808241793121,69.3
1771577279.828742,55.95,-1.6195313988189728,55.95
1771577279.858738,76.4,1.777331894088514,76.4
1771577279.858908,74.2,1.4118991682011557,74.2
1771577279.859041,47.75,-2.9815988316718527,47.75
1771577279.887518,65.25,-0.0747476030224146,65.25
1771577279.888737,67.25,0.2574639659660926,67.25
1771577279.888855,60.9,-0.7973077655724181,60.9
1771577279.917358,43.55,-3.6792431265477186,43.55
1771577279.919316,56.5,-1.5281732173471338,56.5
1771577279.919402,63.5,-0.3654327258873584,63.5
1771577279.947885,74.8,1.511562638897707,74.8
1771577279.950950,65.75,0.00830528922471221,65.75
1771577279.951150,60.55,-0.8554447901454071,60.55
1771577279.979618,78.4,2.1095434630770216,78.4
1771577279.979750,40.0,-4.268918661502318,40.0
1771577279.979948,59.65,-1.004939996190235,59.65
1771577280.007520,81.65,2.6493872626833457,81.65
1771577280.008943,50.05,-2.59955552733507,50.05
1771577280.009026,60.35,-0.888665947044257,60.35
1771577280.037568,66.05,0.05813702457298782,66.05
1771577280.039319,51.65,-2.333786272144264,51.65
1771577280.039410,45.05,-3.4300844498063383,45.05
1771577280.067969,66.3,0.09966347069655122,66.3
1771577280.069872,56.4,-1.5447837957965593,56.4
1771577280.070092,65.6,-0.016610578449426778,65.6
1771577280.099104,63.5,-0.3654327258873584,63.5
1771577280.099217,54.5,-1.860384786335641,54.5
1771577280.127014,53.85,-1.9683535462569055,53.85
1771577280.128929,55.1,-1.7607213156390886,55.1
1771577280.129013,48.4,-2.8736300717505885,48.4
1771577280.157138,54.4,-1.8769953647850666,54.4
1771577280.159229,68.8,0.5149279319321852,68.8
1771577280.159375,69.25,0.5896755349545999,69.25
1771577280.159700,67.45,0.29068512286494386,67.45
1771577280.217505,83.5,2.956682963997714,83.5
1771577280.219410,71.3,0.9301923931678193,71.3
1771577280.219527,48.3,-2.8902406502000138,48.3
1771577280.219844,70.0,0.71425487332529,70.0
1771577280.221221,53.35,-2.0514064385040323,53.35
1771577280.221280,57.55,-1.353762143628168,57.55
1771577280.249484,64.35,-0.2242428090672438,64.35
1771577280.249591,53.55,-2.018185281605182,53.55
1771577280.249672,42.3,-3.8868753571655357,42.3
1771577280.277508,69.05,0.5564543780557487,69.05
1771577280.278868,47.8,-2.9732935424471405,47.8
1771577280.307464,59.4,-1.0464664423137986,59.4
1771577280.308952,45.4,-3.371947425233349,45.4
1771577280.309026,74.5,1.4617309035494312,74.5
1771577280.336921,72.95,1.2042669375833388,72.95
1771577280.339269,54.7,-1.82716362943679,54.7
1771577280.339354,63.45,-0.3737380151120706,63.45
1771577280.367380,67.5,0.29899041208965604,67.5
1771577280.368952,62.0,-0.6145914026287389,62.0
1771577280.369029,66.05,0.05813702457298782,66.05
1771577280.397761,90.8,4.169255190805765,90.8
1771577280.398884,59.05,-1.1046034668867875,59.05
1771577280.429285,70.65,0.8222236332465559,70.65
1771577280.429396,71.65,0.9883294177408095,71.65
1771577280.429457,52.3,-2.2258175122229993,52.3
1771577280.457795,73.0,1.212572226808051,73.0
1771577280.459165,71.6,0.9800241285160949,71.6
1771577280.459259,50.35,-2.549723791986793,50.35
1771577280.459555,84.25,3.0812623023684043,84.25
1771577280.487490,80.5,2.458365610514953,80.5
1771577280.489263,51.4,-2.3753127182678275,51.4
1771577280.489385,62.7,-0.49831735348276085,62.7
1771577280.517419,74.3,1.42850974665058,74.3
1771577280.519316,37.1,-4.750625436535653,37.1
1771577280.519396,65.75,0.00830528922471221,65.75
1771577280.547427,79.75,2.333786272144263,79.75
1771577280.548988,49.35,-2.7158295764810467,49.35
1771577280.549138,69.7,0.6644231379770145,69.7
1771577280.577338,56.05,-1.6029208203695484,56.05
1771577280.579323,53.2,-2.07632230617817,53.2
1771577280.579398,42.45,-3.8619594894913964,42.45
1771577280.609331,69.0,0.5481490888310364,69.0
1771577280.609443,49.2,-2.7407454441551846,49.2
1771577280.609718,49.7,-2.657692551908058,49.7
1771577280.637368,84.05,3.048041145469553,84.05
1771577280.666929,70.0,0.71425487332529,70.0
1771577280.669399,37.7,-4.650961965839102,37.7
1771577280.669516,49.5,-2.6909137088069093,49.5
1771577280.669730,71.75,1.0049399961902339,71.75
1771577280.670765,64.0,-0.2823798336402316,64.0
1771577280.699179,69.15,0.5730649565051754,69.15
1771577280.699297,58.7,-1.1627404914597754,58.7
1771577280.727088,71.5,0.9634135500666705,71.5
1771577280.728945,41.0,-4.1028128770080645,41.0
1771577280.729122,67.0,0.21593751984252924,67.0
1771577280.757954,60.75,-0.8222236332465559,60.75
1771577280.758826,45.25,-3.396863292907487,45.25
1771577280.789266,59.5,-1.029855863864373,59.5
1771577280.789390,69.65,0.6561178487523023,69.65
1771577280.789743,64.65,-0.17441107371896583,64.65
1771577280.789970,58.65,-1.1710457806844887,58.65
1771577280.817478,68.6,0.4817067750333341,68.6
1771577280.819162,70.9,0.8637500793701193,70.9
1771577280.819282,48.75,-2.815493047177599,48.75
1771577280.847452,66.15,0.0747476030224146,66.15
1771577280.849020,47.55,-3.014819988570704,47.55
1771577280.849099,64.6,-0.1827163629436804,64.6
1771577280.881112,56.55,-1.5198679281224214,56.55
1771577280.881212,31.25,-5.722344275827037,63.6
1771577280.881534,52.0,-2.275649247571275,52.0
1771577280.909256,67.0,0.21593751984252924,67.0
1771577280.909454,63.6,-0.34882214743793283,63.6
1771577280.909823,67.5,0.29899041208965604,67.5
1771577280.937504,64.5,-0.1993269413931048,64.5
1771577280.938930,61.25,-0.739170740999429,61.25
1771577280.967420,63.7,-0.33221156898850723,63.7
1771577280.968560,50.8,-2.47497618896438,50.8
1771577280.971824,51.9,-2.2922598260207008,51.9
1771577280.971883,57.9,-1.2956251190551789,57.9
1771577280.999264,83.25,2.9151565178741503,83.25
1771577280.999685,76.95,1.8686900755603533,76.95
1771577281.027306,60.8,-0.8139183440218437,60.8
1771577281.029794,65.8,0.01661057844942442,65.8
1771577281.030343,46.0,-3.2722839545367965,46.0
1771577281.057591,44.55,-3.513137342053465,44.55
1771577281.058909,58.3,-1.2291828052574778,58.3
1771577281.058993,54.8,-1.8105530509873653,54.8
1771577281.059223,51.65,-2.333786272144264,51.65
1771577281.087342,68.9,0.531538510381612,68.9
1771577281.088994,52.5,-2.1925963553241483,52.5
1771577281.089080,50.75,-2.483281478189092,50.75
1771577281.117752,76.55,1.802247761762651,76.55
1771577281.119039,71.2,0.913581814718395,71.2
1771577281.147595,59.1,-1.0962981776620742,59.1
1771577281.149520,62.85,-0.47340148580862307,62.85
1771577281.149610,65.9,0.0332211568988512,65.9
1771577281.150991,60.2,-0.913581814718395,60.2
1771577281.180248,53.4,-2.04310114927932,53.4
1771577281.180350,54.55,-1.8520794971109287,54.55
1771577281.209608,75.7,1.6610578449425362,75.7
1771577281.209746,64.8,-0.1494952060448292,64.8
1771577281.210036,67.1,0.23254809829195364,67.1
1771577281.237412,71.2,0.913581814718395,71.2
1771577281.238708,64.2,-0.24915867674138042,64.2
1771577281.238823,73.3,1.2624039621563266,73.3
1771577281.267161,76.2,1.744110737189663,76.2
1771577281.269016,65.15,-0.09135818147183902,65.15
1771577281.269132,41.55,-4.011454695536226,41.55
1771577281.329734,68.2,0.41526446123563404,68.2
1771577281.329894,42.45,-3.8619594894913964,42.45
1771577281.357242,55.45,-1.7025842910660995,55.45
1771577281.358904,50.0,-2.607860816559782,50.0
1771577281.358989,69.7,0.6644231379770145,69.7
1771577281.361813,77.6,1.9766588354816166,77.6
1771577281.361916,74.35,1.4368150358752925,74.35
1771577281.362034,30.0,-5.929976506444855,30.0
1771577281.362221,62.0,-0.6145914026287389,62.0
1771577281.389610,75.45,1.6195313988189728,75.45
1771577281.389812,60.05,-0.9384976823925338,60.05
1771577281.390200,60.6,-0.8471395009206937,60.6
1771577281.417354,77.05,1.8853006540097776,77.05
1771577281.418787,46.9,-3.1227887484919687,46.9
1771577281.418893,78.75,2.167680487650009,78.75
1771577281.447634,83.05,2.8819353609752993,83.05
1771577281.450295,55.65,-1.6693631341672495,55.65
1771577281.450534,53.6,-2.009879992380469,53.6
1771577281.477851,55.85,-1.6361419772683983,55.85
1771577281.480742,59.6,-1.0132452854149474,59.6
1771577281.480917,73.8,1.3454568544034533,73.8
1771577281.509084,51.75,-2.3171756936948382,51.75
1771577281.509113,57.35,-1.386983300527018,57.35
1771577281.509185,82.1,2.724134865705758,82.1
1771577281.536801,81.25,2.5829449488856433,81.25
1771577281.538777,54.55,-1.8520794971109287,54.55
1771577281.538797,51.85,-2.300565115245413,51.85
1771577281.567257,44.1,-3.5878849450758783,44.1
1771577281.568513,68.75,0.506622642707473,68.75
1771577281.597245,75.1,1.5613943742459826,75.1
1771577281.599408,70.35,0.7723918978982779,70.35
1771577281.629386,70.1,0.7308654517747145,70.1
1771577281.629971,53.4,-2.04310114927932,53.4
1771577281.630339,45.4,-3.371947425233349,45.4
1771577281.657091,85.5,3.288894532986221,85.5
1771577281.658994,61.0,-0.7806971871229925,61.0
1771577281.659103,37.1,-4.750625436535653,37.1
1771577281.659398,63.65,-0.34051685821322064,63.65
1771577281.687921,72.2,1.0796875992126485,72.2
1771577281.689977,47.4,-3.039735856244842,47.4
1771577281.690344,56.5,-1.5281732173471338,56.5
1771577281.719337,88.55,3.795517175693694,88.55
1771577281.719465,66.3,0.09966347069655122,66.3
1771577281.719782,74.5,1.4617309035494312,74.5
1771577281.747572,53.85,-1.9683535462569055,53.85
1771577281.749502,52.25,-2.2341228014477115,52.25
1771577281.749615,72.9,1.1959616483586266,72.9
1771577281.777207,59.15,-1.087992888437362,59.15
1771577281.778713,54.55,-1.8520794971109287,54.55
1771577281.778787,85.9,3.3553368467839237,85.9
1771577281.807394,60.65,-0.8388342116959815,60.65
1771577281.809365,89.75,3.994844117086799,89.75
1771577281.809453,70.45,0.7890024763477047,70.45
1771577281.837477,77.1,1.8936059432344898,77.1
1771577281.838956,57.5,-1.3620674328528801,57.5
1771577281.839021,60.6,-0.8471395009206937,60.6
1771577281.867375,63.9,-0.2989904120896572,63.9
