Host_Time_s,Raw_V3,Force_N,Raw_V3_Filtered
1771577616.784466,21.8,0.15780049526954082,21.8
1771577616.785198,11.35,-1.5780049526954096,11.35
1771577616.811623,2.85,-2.989904120896565,2.85
1771577616.813500,55.45,5.747260143501175,55.45
1771577616.813679,26.3,0.9052765254936821,26.3
1771577616.813737,15.75,-0.8471395009206937,15.75
1771577616.842086,35.65,2.458365610514953,35.65
1771577616.843340,2.95,-2.97329354244714,2.95
1771577616.871800,13.1,-1.2873198298304658,13.1
1771577616.873656,19.25,-0.265769255190806,19.25
1771577616.873781,-12.55,-5.547933202108072,-12.55
1771577616.874021,-1.6,-3.7290748618959944,-1.6
1771577616.902182,36.45,2.591250238110357,36.45
1771577616.903865,8.75,-2.009879992380469,8.75
1771577616.903962,21.45,0.09966347069655182,21.45
1771577616.932085,63.45,7.076106419455204,63.45
1771577616.933807,-7.45,-4.7007937011873775,-7.45
1771577616.933904,14.05,-1.1295193345609247,14.05
1771577616.962163,48.8,4.642656676614388,48.8
1771577616.963723,11.1,-1.619531398818973,11.1
1771577616.963823,31.75,1.8105530509873642,31.75
1771577617.022332,28.05,1.195961648358626,28.05
1771577617.024182,4.35,-2.7407454441551846,4.35
1771577617.024429,35.5,2.433449742840815,35.5
1771577617.024684,38.15,2.873630071750587,38.15
1771577617.025708,23.75,0.48170677503333525,23.75
1771577617.025809,12.7,-1.3537621436281673,12.7
1771577617.053897,52.55,5.265553368467839,52.55
1771577617.054022,3.4,-2.898545939424726,3.4
1771577617.054343,18.1,-0.4567909073591975,18.1
1771577617.082243,33.35,2.07632230617817,33.35
1771577617.083710,13.8,-1.171045780684488,13.8
1771577617.083795,22.8,0.32390627976379444,22.8
1771577617.112295,35.15,2.375312718267826,35.15
1771577617.113741,28.85,1.328846275954029,28.85
1771577617.142383,10.9,-1.6527525557178238,10.9
1771577617.143596,42.5,3.5961902343005905,42.5
1771577617.171930,15.8,-0.8388342116959809,15.8
1771577617.174239,30.6,1.6195313988189728,30.6
1771577617.174436,16.8,-0.6727284272017273,16.8
1771577617.174888,21.5,0.10796875992126462,21.5
1771577617.202175,38.15,2.873630071750587,38.15
1771577617.203637,21.35,0.08305289224712681,21.35
1771577617.203836,20.9,0.00830528922471221,20.9
1771577617.232191,50.85,4.983173534827609,50.85
1771577617.234064,-5.95,-4.451635024445997,-5.95
1771577617.234179,20.4,-0.0747476030224146,20.4
1771577617.262155,44.9,3.994844117086799,44.9
1771577617.263694,3.2,-2.931767096323577,3.2
1771577617.263810,16.3,-0.7557813194488541,16.3
1771577617.291872,41.1,3.363642136008636,41.1
